관리코드,상품명,규격
86-66-05-02,청우 더진한캡사이신소스,550g*12
BT10EA-28-43-01,[낱개]모닝케어 프레스온 밀크시슬H 106g ㅁ10개 1곽ㅁ],
CMN200T1EA-21-108-110-13,[낱개][남양 프렌치카페커피믹스 (180+20)T ㅁ1개ㅁ],
09-04,퍼실(리필),2.1*6
28-29-02,탐스오렌지600,(600ml*20)
28-29-03,탐스파인제로600,(600ml*20)
144-288-20-01,청림/잡화꿀/청(대),2.4kg*8
98-303-10-02,토호/하나타카나,1kg*10
98-303-10-01,토호/하루타카나(매운맛),1kg*10
98-261-150-01,토호/락교/통/15kg,15kg
97-93-10-01,신영/짬뽕분말,1kg*12
97-59-04-01,신영/코리앤더분/450g,450g*12ea
97-52-04-02,신영/큐민홀,400g*12
97-52-04-01,신영/큐민분,450g*12
97-52-01-01,신영/큐민씨드45g,45g*12
97-46-03-01,신영/타임분/350g,350g*12
97-46-01-01,신영/타임홀,150g*12
97-44-05-01,신영/터머릭분-강황,500g*12
97-44-02-01,신영/터머릭(강황)250g,250*8
97-42-30-01,삼양/토마토홀/무띠,3kg*6
97-41-20-01,무띠/파인리챱/토마토/2.5kg,2.5kg*6ea
97-40-05-01,신영/튀긴마늘슬라이스/500g,500g*10
97-40-04-01,신영/튀긴마늘후레이크/420g,420g*12
97-35-02-02,+신영/파슬리(200g),200g*10
97-35-02-01,+신영/파슬리/250g,250g*10
97-35-01-03,+신영/파슬리(100g),100g*12
97-35-01-02,+신영/파슬리11g,11g*12
97-35-01-01,+신영/파슬리(70g),70g*12
97-329-02-01,신영/가람마살라/250g*8,250g
97-321-04-01,신영/계피분/400g,400g*12
97-321-02-01,신영/계피가루200g,200g*8
97-32-04-01,신영/파프리카씨즈닝/450g,450g*12
97-32-02-01,신영/파프리카시즈닝/230g,230g*8
97-31-02-01,신영/스타아니스200g,200g*12
97-31-01-01,신영/스타아니스100g,100g*8
97-282-05-01,신영/넛맥분말,500g*12
97-28-05-01,+신영/케이엔페퍼500G,500g*12
97-28-03-01,+신영/크러쉬드레드페퍼,340g*12
97-254-02-02,신영/로즈마리홀,200g*12
97-254-02-01,신영/로즈마리분,250g*12
97-25-01-01,+신영/페페로치노홀18g,18g*12
97-248-05-01,신영/마늘분(80),500g*12
97-24-03-01,신영/펜넬씨드/300g,300g*12ea
97-221-05-01,신영/베질럽드/500g,500g*10ea
97-221-03-01,신영/베질분,300g*12
97-221-01-01,신영/베이질홀,150g*12
97-208-04-01,신영/비프스파이스/456g,456g*40
97-195-04-01,+신영/생강분/400g,400g*12
97-187-10-02,신영/히말라야핑크솔트/고운1.5k,1.5kg*12
97-187-10-01,신영/히말라야핑크솔트/굵은,1.5kg*12
97-187-05-03,신영/핑크솔트/500g,500g*8
97-187-05-02,신영/핑크솔트/고운/500g,500g*8
97-187-05-01,신영/히말라야락솔트/500g,500g*8ea
97-187-01-01,신영/핑크솔트/110g/그라인더,110g*12
97-17-50-01,삼양/피자소스/무띠,4.1kg*3
97-172-05-01,신영/양꼬치시즈닝500g,500g*12
97-149-04-01,+신영/양파후레이크/430g,430g*12
97-144-05-01,신영/오레가노럽드/500g,500g*10ea
97-144-03-01,신영/오레가노분,350g*12
97-144-01-01,신영/오레가노홀,150g*12
97-14-10-01,신영/피클링스파이스/1kg,1kg*12
97-14-04-01,신영/피클링스파이스/450g,450g*12
97-14-01-01,신영/피클링스파이스/45g,45g*12
97-121-09-01,신영/월계수잎/90g,90g*24
97-121-02-01,신영/월계수잎(대),230g*4
97-121-01-01,신영/월계수잎(미니),25g*8
97-01-04-03,+신영/굵은후추(400g),400g*12
97-01-04-02,+신영/흑후추분말/450g,450g*12
97-01-04-01,+신영/흑후추/홀/450g,450g*12
97-01-02-02,+신영/흑후추/210g,210g*8
97-01-02-01,+신영/흑후추분(중)220G,220g*8
97-01-01-01,+신영/통흑후추그라인더55g,55g*12
96-324-10-01,대봉/건포도S1Kg,1kg*10
96-216-20-01,대봉/베이키드(대),2600g*6
96-216-04-01,대봉/베이키드빈스,420g*24
94-49-03-01,미드봉/클로브홀/350g,350g*12
94-35-02-01,+미드봉/파슬리후레이크/200g,200g*15ea
94-35-01-01,+미드봉/파슬리/70g,70g*24ea
94-254-02-01,미드봉/로즈마리홀 200g,200g*12
94-25-02-01,+미드봉/페페로치노홀,200g*12
94-221-01-01,미드봉/베질홀150g,150g*12
94-144-01-01,미드봉/오레가노홀/120g,120g*12
94-14-04-01,미드봉/피클링스파이스,400g*12
94-121-02-01,미드봉/월계수잎/230g,230g*6ea
94-01-10-01,+미드봉/흑후추/90%/1kg,1kg*15
94-01-05-01,+미드봉/흑후추/원두/500g,500g*30
94-01-04-07,+미드봉/흑후추/90% 면세,400g*20
94-01-04-06,+미드봉/백후추/원두/400g 면세,400g*20
94-01-04-05,+미드봉/백후추(90%),400g*20
94-01-04-04,+미드봉/굵은흑후추/크렉 면세,400g*20
93-327-50-01,+영흥/생추왕간장/4.9L,4.9L*2
93-327-20-01,+영흥/노추왕간장2.1K(1.75L),2.1k*6
93-327-05-01,+영흥/생추왕간장500ml(면세),500ml*12
93-326-200-01,영흥/감자전분100%,20kg*1
93-326-10-02,영흥/감자전분1kg(15入)/국산,1kg*15
93-326-10-01,영흥/감자전분/1Kg/수입,1kg*15
93-300-03-01,영흥/엑스오(XO소스)/오토,350g*12
93-273-10-01,영흥/오토/한식당면/1kg,1kg*10
93-141-200-01,영흥/오토미(핵산)/20Kg,20kg
93-100-20-02,영흥/오토/죽순채,2840g*6
93-100-20-01,영흥/오토/죽순편,2840g*6
93-01-10-01,+영흥/흑후추분/1kg,1kg*15
93-01-04-01,+영흥/흑/순후추분/95%,450g*24
93-01-02-01,+영흥/후추분/코메코/200g,200g*50
92-288-20-02,정성/아카시아청/꿀/2.4kg,2.4kg*8
92-288-20-01,+정성/천연아카시아꿀/청/2.4kg,2.4kg*8
92-288-200-01,+정성/사양벌꿀/25k,25kg*1
92-288-10-01,정성/잡화꿀/청(1.2K),1.2kg*15
92-288-05-01,정성/아카시아청/꿀/500g,500g*30
86-96-20-01,청우/가쓰오진국/2.1kg,2.1kg*8
86-96-10-01,청우/해물맛진국/1kg,1kg*12
86-66-05-01,청우/캡사이신액상,550g*12
86-66-04-01,청우/캡사이신분말,400g*12
86-39-50-01,청우/치킨튀김가루5kg,5kg*2
86-327-10-01,청우/마늘간장소스,1.05kg*12
86-321-03-01,청우/계피분,300g*12
86-300-20-11,청우/핫바베큐소스/2.05Kg,2.05kg*8
86-300-20-10,청우/캡사이신소스(2.1K),2.1K*8
86-300-20-09,청우/꼬지소스/매운맛/2.1k,2.1kg*8
86-300-20-08,청우/꼬지소스/순한맛/2.1k,2.1kg*8
86-300-20-07,청우/닭강정소스/매운맛/2.1kg,2.1kg*8
86-300-20-06,청우/닭강정소스/순한맛/2.1kg,2.1kg*8
86-300-20-05,청우/모밀소스/2.1kg,2.1kg*8
86-300-20-04,청우/무침양념소스/2.2kg,2.2kg*8
86-300-20-03,청우/케이준드레싱소스,2kg*10
86-300-20-02,청우/치킨소스2L/매운맛,2L*8
86-300-20-01,청우/치킨소스2L/순한맛,2L*8
86-300-10-04,청우/탕수육소스/1.9kg,1.9kg*8
86-300-10-03,청우/돈까스소스/1.9kg,1.9kg*8
86-300-10-02,청우/만능파절이소스1.9kg,1.9kg*8
86-300-10-01,청우/만능비빔무침양념소스1.1kg,kg*12
86-300-100-06,청우/닭강정매운맛소스/10kg,10kg
86-300-100-05,청우/닭강정순한맛소스/10kg,10kg
86-300-100-04,청우/치킨소스/매운맛,10kg
86-300-100-03,청우/꼬지소스/매운맛/10kg,10kg*1
86-300-100-02,청우/꼬지소스/순한맛/10kg,10kg*1
86-300-100-01,청우/치킨소스/순한맛,10kg*1
86-283-08-01,청우/해파리겨자냉채/880g,880g*12
86-243-20-01,청우/요리맛술/2.1kg,2.1kg*8
86-180-20-01,청우/스위트칠리2kg,2kg*8ea
86-152-20-04,청우/쭈.낙볶음양념2.1kg,2.1kg*8
86-152-20-03,청우/떡볶이양념 2KG,2Kg*10
86-152-20-02,청우/매운닭발양념 2kg,2kg*8
86-152-20-01,청우/만능불볶음양념2kg,2kg*8
86-152-10-01,청우/떡볶이양념분말/1kg,1kg*10
86-116-20-01,청우/8배고농축냉면육수/2.1kg,2.1kg*8ea
86-116-10-03,청우/더진한찐멸치육수/1.95kg,1.95kg*6
86-116-10-02,청우/멸치육수진국/1kg,1kg*12
86-116-10-01,청우/더진한찐멸치육수/1kg,1kg*12
86-116-100-01,청우/만능멸치육수/10kg,10kg
86-06-20-01,청우/우동다시,2.1kg*8
81-88-10-01,이츠웰/참기름,1.8L*6
81-69-30-01,이츠웰/칵테일1호,3kg*6
81-69-08-01,이츠웰/칵테일2호(12입),836g*12
81-33-30-02,이츠웰/파인애플1호,3kg*6
81-33-30-01,이츠웰/파인청크/3kg,3kg*6
81-33-08-01,이츠웰/파인애플2호,836g*12
81-313-140-01,+이츠웰/고추장/14kg(면세),14kg
81-300-20-01,이츠웰/탕수육소스(광동),2kg*5
81-273-10-01,이츠웰 자른당면,1kg*10
81-253-01-04,이츠웰/롤팩(미니)17cm,17cm*25cm
81-253-01-03,이츠웰/롤팩(소)25cm,25cm*35cm
81-253-01-02,이츠웰/롤팩(중)30*40cm,30cm*40cm
81-253-01-01,이츠웰/롤팩(대)33*45cm,33cm*45cm
81-227-200-01,이츠웰/쇠고기진한다시다/25kg,25kg
81-213-10-01,이츠웰/부침가루,1kg*10
81-154-10-01,*하선정/까나리액젓(1kg),1kg*12
81-139-200-01,이츠웰/옥수수전분,20K
81-119-01-01,이츠웰/위생백/중,25*35cm*100입
81-06-20-01,이츠웰/진한다시/2kg,2kg*6
68-75-04-01,디벨라/칙피스/영인,400g*24
68-71-30-01,천우/카라멜3.5kg,3.5kg*4
68-71-20-01,천우/카라멜2.7kg/5입,2.7kg*5
68-71-200-01,천우/카라멜/20kg,20kg*1
68-54-04-01,디벨라/버터빈스,400g*24
68-41-20-01,디벨라/토마토(홀)/영인,2.5kg*6
68-36-10-01,디벨라/영인/리조,1kg*10
68-300-01-01,천우/카라멜소스/190ml,190ml*40
68-221-05-01,디벨라/베질패스토,500g*6
68-22-05-01,+디벨라/폴렌타,500g*16
68-205-200-01,천우/빙초산/말통,20kg*1
68-205-10-01,천우/빙초산/1.5L,1.5L*12
68-205-04-02,천우/빙초산400ml,400ml*40
68-205-04-01,천우/빙초산/450ml,450ml*25
68-205-01-01,천우/빙초산180ml(pet),180ml*40
68-177-05-07,디벨라/스파게티니(9번)/영인,500g*24
68-177-05-06,디벨라/스파게티/8번/영인,500g*24
68-177-05-05,디벨라/링기니/14번/영인,500g*24
68-177-05-04,디벨라/까펠리니/500g,500g*24
68-177-05-03,디벨라/스파게티니(36입)9번,500g*36
68-177-05-02,디벨라/스파게티(36입)8번,500g*36
68-177-05-01,디벨라/링기니/14번/36입,500g*36
68-169-01-04,천우/색소(노랑)30g,11g*30개/팩(30g)
68-169-01-03,천우/색소(적색)30g*10,1g*30개/팩(30g)
68-169-01-02,천우/색소/녹색/초록,1g*30개/팩(30g)
68-169-01-01,천우/식용색소(분홍),30g*10
68-133-02-01,천우/지요다와사비/200g,200g*10*4팩/박스
66-167-50-01,위레스코/발사믹식초/5L,5L*2
62-167-180-01,청정원/현미식초/18L,18L
54-304-01-01,농심/사리면/40입,40입*박스
54-300-10-01,농심/가락모밀소스 1.8,1.794L
54-294-05-01,농심/건더기스프,500g*12
54-126-10-01,농심/가락우동국물/업소용,1.8*6
52-60-30-01,하인즈/케찹,3.3kg*6
52-60-150-01,하인즈/볼팍케찹/15kg,15kg
52-43-30-01,하인즈/페이스트,3.15kg*6ea
52-41-20-01,하인즈/토마토다이스/2.89k,2.89kg*6
52-300-20-01,하인즈/토마토소스,2.92kg*6
52-300-03-02,하인즈/우스타소스,340ml*12
52-300-03-01,하인즈/불스아이 오리지널 소스,355g*6
52-272-30-01,하인즈/데미그라스,3kg*6
52-272-08-01,하인즈/RTS데미그라스,830g*12
52-238-03-01,하인즈/옐로우머스타드(14oz),396g*12
52-176-30-01,하인즈/비프스파게티소스(와티),3kg*6
52-176-20-01,하인즈/화이트스파게티소스,2.9K*6
52-17-20-01,하인즈/피자소스,2.92kg*6
52-167-03-01,하인즈/와인식초/레드,355ml*12
52-167-01-01,하인즈/화이트식초,1gal*6
480-177-10-01,풀무원/바닐라스파게티/12입,1kg*12ea
45-308-20-01,씨제이/해천굴소스캔/2.27kg,2.27kg*6ea
45-265-10-01,씨제이/크레잇 남도떡갈비,1.05kg*8
45-260-120-01,애경/락스/12L,12L
45-246-10-01,씨제이/비비고/왕교자,1.365kg*6
45-233-200-01,씨제이(백설)/하이당물엿R/24kg,24kg*1ea
45-217-10-01,씨제이/크레잇/도톰베이컨/1kg,1kg*6ea
45-192-180-02,애경/부라보/식기린스/18.75L,18.75L
45-192-180-01,애경/부라보/식기세제/18.75L,18.75L
45-192-120-01,애경/부라보/세제/12L/말통,12L*1
45-168-180-01,씨제이/식용유/골드후라잉,18L
45-152-100-01,씨제이/돼지갈비양념,10kg
45-111-01-01,씨제이/위생장갑,200매
41-327-10-01,+해표/조림간장/1.8L(면세),1.8L*8
41-300-20-01,해표 돈까스소스 2kg,2kg*8
41-190-10-01,+해표/꽃소금1kg/수입,1kg*14
39-99-30-01,오뚜기/중면3kg,3kg*4
39-98-20-02,오뚜기/해선장(대),"2,270*6"
39-98-20-01,오뚜기/해선장(스파우트팩)2kg,2kg*6
39-98-02-01,오뚜기/해선장(소),240g*12
39-94-10-01,오뚜기/짜장/1kg,1kg*10
39-88-10-03,오뚜기/고소한참기름1.8L/A급,1.8L*6
39-88-10-02,오뚜기/참기름1.8L/오쉐프,1.8L*6
39-88-10-01,오뚜기/오쉐프/옛날참기름/1L,1L*8ea
39-88-04-01,오뚜기/옛날참기름/450ml,414g*12ea
39-72-180-01,오뚜기/카놀라유/18L,18L*1
39-70-10-03,오뚜기/카레1kg/매운맛,1kg*10
39-70-10-02,오뚜기/카레1kg/순한맛,1kg*10
39-70-10-01,오뚜기/카레1kg/약간매운맛,1kg*10
39-68-09-01,오뚜기/옛날칼국수,900g*15
39-60-30-02,오뚜기/케찹스파우트팩,3.3K*4
39-60-30-01,오뚜기/케찹3.3kg/캔,3.3kg*6
39-60-100-01,오뚜기/케찹10kg,10kg
39-60-08-01,오뚜기/케찹800g,800g*12
39-60-01-01,오뚜기/토마토케찹/1회용/1000EA,1000ea*9g
39-47-03-01,오뚜기/타바스코(대),350ml*12ea
39-47-01-02,오뚜기/타바스코(중),150ml*12ea
39-47-01-01,오뚜기/타바스코(소),60ml*12ea
39-39-10-02,곰표/튀김가루/1kg,1kg*10
39-39-10-01,오뚜기/튀김가루/1kg,1kg*10
39-323-03-01,오뚜기/겨자분(300g),300g*12
39-323-02-01,오뚜기/겨자분,200g*20
39-308-200-01,오뚜기/팬더굴소스/20kg/BIB,20kg*1
39-304-01-01,오뚜기/사리면/개별/110g,110g*48
39-300-20-06,오뚜기/스테이크소스,2.1K*6
39-300-20-05,오뚜기/돈까스소스/2.1kg,2.1kg*6
39-300-20-04,오뚜기/스위트칠리소스,2.1kg*6
39-300-20-03,오뚜기/우스타소스/2.1kg,2.1kg*6
39-300-20-02,오뚜기/델리야끼소스,2K*6
39-300-20-01,오뚜기/불고기버거소스,2kg*6
39-300-11-01,오뚜기/멜젓소스,1125g*12
39-300-10-03,면사랑/가쓰오우동소스/1.8L,1.8L*6
39-300-10-02,면사랑/우동소스/1.8L,1.8L*6
39-300-10-01,오뚜기/하이라이스소스1kg,1kg*10
39-277-01-01,오뚜기/뉴슈가(100입),100g*100
39-273-140-01,오뚜기/알뜰당면14kg,14kg*1
39-273-10-02,오뚜기/자른당면(국내)1kg,1kg*10
39-273-10-01,오뚜기/알뜰당면1kg,1kg*10
39-272-30-01,오뚜기/데미그라스3kg,3kg*6
39-270-10-01,오뚜기/참깨드레싱,1kg
39-249-04-01,오뚜기/마가린/450g,450g*20
39-247-30-02,오뚜기/마요네즈 은박/3.2kg,3.2Kg*4
39-247-30-01,오뚜기마요네즈스파우트팩/3.2kg,3.2kg*4
39-247-100-01,오뚜기/마요네즈10K,10K*1
39-247-08-01,오뚜기/마요네즈800g/골드,800g*12
39-245-10-01,오뚜기/옛날고추맛기름/1.5L,1.5L*12ea
39-238-20-01,오뚜기/허니머스타드,2kg*6
39-238-01-01,오뚜기/허니머스타드/1회용,12g*200
39-233-10-01,오뚜기/물엿1.2kg,1.2kg*15
39-228-01-01,+오뚜기/자른미역/50g,50g*30
39-226-180-01,오뚜기/미향18L,18L
39-226-150-01,오뚜기/미향15L/,15L*1
39-226-10-01,오뚜기/미향(1.8L),1.8L*6
39-223-20-03,+곰표/밀가루/박력2.5k,2.5k*6
39-223-20-02,+곰표/밀가루/중력2.5k,2.5kg*6
39-223-20-01,+곰표/밀가루 강력2.5,2.5kg*6
39-223-200-03,+곰표/중력밀가루(독수리)2등급,20Kg
39-223-200-02,+곰표/중력밀가루/20kg,20kg*1
39-223-200-01,+곰표/밀가루/20kg/고급제면1호,20kg*1
39-223-100-01,+곰표/밀가루/피자용,10kg
39-218-01-01,오뚜기/버터/10g/1회용*480,10g
39-213-10-01,곰표/부침가루/1kg,1kg*10
39-204-10-01,오뚜기/빵가루,1kg*6
39-203-05-01,오뚜기/사골분말,500g*12
39-189-30-02,오뚜기/소면/3kg,3kg*4
39-189-30-01,오뚜기/알뜰소면/3kg,3kg*4
39-189-10-01,오뚜기/소면1.5kg,1.5kg*9
39-176-30-01,오뚜기/스파게티소스/3kg,3kg*6
39-176-06-01,오뚜기/스파게티소스(프레스코),600g*8
39-174-10-02,오뚜기/옥수수스프,1kg*10
39-174-10-01,오뚜기/크림스프,1Kg*10
39-17-30-01,오뚜기/피자소스/오쉐프,3kg*6
39-167-180-08,오뚜기/화이트식초,18L
39-167-180-07,오뚜기/현미식초(18L),18L
39-167-180-06,오뚜기/2배양조식초/bib,18L
39-167-180-05,오뚜기/2배양조식초/18L,18L
39-167-180-04,오뚜기/2배사과식초18L,18L
39-167-180-03,오뚜기/양조식초BIB/18L/파우치,18L*1
39-167-180-02,오뚜기/양조식초/18L,18L*1
39-167-180-01,오뚜기/사과식초18L,18L*1
39-167-150-02,오뚜기/사과식초(15L),15L
39-167-150-01,오뚜기/양조식초15L,15L*1
39-167-10-07,오뚜기/화이트식초,1.8L*6
39-167-10-06,오뚜기/현미식초1.8,1.8L*6
39-167-10-05,오뚜기/양조식초1.8L,1.8L*6
39-167-10-04,오뚜기/사과식초1.8L,1.8L*6
39-167-10-03,오뚜기/3배사과식초1.8L,1.8L*6
39-167-10-02,오뚜기/2배양조식초/1.8L,1.8L*6
39-167-10-01,오뚜기/2배사과식초/1.8L,1.8L*6
39-167-09-01,오뚜기/사과식초,900ml*15
39-138-20-01,오뚜기/옥수수/미국산,2.12Kg*6
39-136-50-01,오뚜기/올리고당5kg,5kg*3
39-116-10-03,면사랑/오뎅육수,1.8L
39-116-10-02,면사랑/바지락육수,1.8l*6
39-116-10-01,면사랑/멸치육수/전문용,1.8L*6
39-110-01-01,오뚜기/딸기쨈/1회용/디스펜팩,12g
39-08-180-01,오뚜기/현미유,18L
39-03-30-01,오뚜기/황도1호,3Kg*6
39-01-200-01,+오뚜기제유/흑후추(미분),20kg
39-01-10-01,+오뚜기/순후추/파우치,1kg*10
39-01-04-02,+오뚜기/흑후추분/450g,450g*20
39-01-04-01,+오뚜기/흑후추/450g,450g*20
39-01-02-01,+오뚜기/순후추/파우치/240g,240g*20
37-260-150-01,유한/락스/15L,15L*1
37-232-01-01,유한크린타올/물티슈,250*250(400매)
36-42-20-01,대상/라벨라토마토홀/2.5kg,2.5kg*6
36-313-140-01,+대상/청정원/고추장/진골드(면),14kg
36-294-08-01,대상/치킨부용베이스,800g*12
36-244-20-01,대상/맛소금,2Kg*6
36-244-10-01,대상/맛소금/1kg,1kg*20
36-23-200-01,대상/포도당,20K
36-227-30-01,대상/미원3K/노말,3kg*6
36-227-20-03,대상/미원2kg/아미노산,2kg*10
36-227-20-02,대상/중화미원/2kg,2kg*6
36-227-20-01,대상/맛나/쇠고기/2kg,2kg*6
36-227-200-02,대상/미원아미노산A-9/20kg,20kg*1
36-227-200-01,대상/미원25kg/스몰,25kg*1
36-227-10-02,대상/해물감치미/1kg,1kg*10
36-227-10-01,대상/미원노말/1Kg,1kg*20
36-217-10-01,대상/청정원/고소바삭베이컨,1kg*5
36-212-01-01,썬/부탄가스,28EA/BOX
36-176-20-01,대상/스파게티미트소스,2kg
36-174-10-01,대상/청정원/양송이스프/1kg,1kg*10
36-173-10-02,대상/슈가카페시럽/흰색,1.5*6ea
36-173-10-01,대상/카페시럽/브라운,1.5L*6ea
36-167-150-01,대상/화영식초15L,15L*1
36-167-10-01,대상/화영/양조식초/1.8L,1.8L*6
36-158-200-01,대상/아세틸아디핀산전분/20kg,20kg
36-154-90-01,*대상/청정원/멸치액젓(진)9kg,9kg*1
36-152-20-01,대상/소갈비양념/2kg,2kg*8
36-129-20-01,대상/요리당,2.45kg
32-43-30-01,헌트/페이스트,3.15kg*6
32-43-03-01,헌트/페이스트(소),340g*24
32-42-30-01,헌트/토마토홀,2.89kg*6
32-41-30-01,헌트/토마토퓨레,3kg*6
32-176-30-01,헌트/스파게티소스,3kg*6
32-17-30-01,헌트/피자소스,3kg*6
310-173-10-06,1883/케인슈가시럽,1L*6
310-173-10-05,1883/헤이즐넛시럽,1L*6EA
310-173-10-04,1883/카라멜시럽,1L*6EA
310-173-10-03,1883/스트로베리(딸기)시럽,1L*6EA
310-173-10-02,1883/바닐라시럽,1L*6EA
310-173-10-01,1883/레몬시럽,1L*6EA
309-250-04-01,colgin/리퀴드스모크,472ml*6
308-167-120-01,HK/골드순창식초/12L,12L
307-35-01-01,+ISFI/파슬리(소),12g*24
307-28-01-01,+ISFI/블랙페퍼(홀),45g*24
307-221-01-01,ISFI/베질(소),18g*24
307-144-01-01,ISFI/오레가노홀/12g,12g*24
306-69-30-01,S&W/칵테일1호,3.062kg*6
306-69-08-01,S&W/칵테일(소)/12입,850g*12
306-33-30-02,S&W/파인청크,3.2K*6
306-33-30-01,S&W/파인애플1호,3kg*6
306-33-08-01,S&W/파인애플2호/12입,836g*12ea
305-59-04-01,TRI/코리앤더분,450g*12
305-59-03-01,TRI/코리엔더홀,300g*12
